"treeID","Z","TreeSpecies","coords.x1","coords.x2","DBH","Biomass"
1,2.72,0,293752.125,6808799.875,0,0
2,6.01,3,293762.625,6808799.875,7.37584358152957,9.6344735189174
3,6.28,3,293764.875,6808799.875,7.75688368573447,10.9938499531277
4,6.36,3,293786.875,6808799.875,7.87176520294985,11.427599730687
5,6.33,3,293819.875,6808799.875,7.82857473186794,11.2632117924573
6,6.7,3,293824.125,6808799.875,8.37089906589098,13.4444650392952
7,2.29,3,293874.875,6808799.875,2.61598320110086,0.956303199246287
8,4.62,3,293885.625,6808799.875,5.54606519231149,4.67323146442346
9,2.49,3,294058.625,6808799.875,2.88961309227358,1.14123663828099
10,3.31,3,294214.375,6808799.875,3.93197530925216,2.11116975176083
11,3.95,3,294254.625,6808799.875,4.71636837696741,3.17359069151296
12,4.46,3,294285.375,6808799.875,5.34598618540879,4.27305297853107
13,10.18,3,294577.625,6808799.875,15.0037694272435,63.224919533828
14,21.73,2,294585.375,6808799.875,67.1908824338724,1558.3501184448
15,19.34,2,294619.875,6808799.875,46.1615991723284,826.493953941606
16,20.5,2,294641.375,6808799.875,54.8494190758241,1125.30089747398
17,18.49,2,294646.375,6808799.875,41.0343001665645,658.312710451871
18,8.01,3,294701.625,6808799.875,10.4909540885586,24.5638689039413
19,15.48,2,294740.625,6808799.875,28.0823056718716,289.852002568585
20,18.54,3,294756.375,6808799.875,116.967053929465,2098.24028619679
21,21.65,2,294765.625,6808799.875,66.2579776438512,1525.75519805031
22,18.02,3,294773.375,6808799.875,91.2558880675134,1681.55005568026
23,18.72,2,294779.125,6808799.875,42.3368534589168,700.20803582521
24,17.99,2,294783.875,6808799.875,38.3922217325053,575.457780938322
25,19.79,2,294790.875,6808799.875,49.266191187407,931.81805205083
26,14.97,2,294798.375,6808799.875,26.4331748599067,251.450024186195
27,7.31,2,294841.875,6808799.875,10.468993810798,23.023327409526
28,7.04,2,294851.125,6808799.875,10.0768405914144,20.8195552312477
29,7.87,2,294858.375,6808799.875,11.3025525419579,28.1998531032396
30,11.24,2,294889.625,6808799.875,17.1392004609499,84.9316663693536
31,13.55,2,294923.875,6808799.875,22.3974047638159,168.143940685827
32,15.01,2,294943.625,6808799.875,26.5582850876674,254.279204287202
33,21.09,3,294953.125,6808799.875,439.780453799481,3934.05515385385
34,11.7,3,294970.125,6808799.875,19.3703375100597,120.024120179183
35,16.15,2,294988.625,6808799.875,30.443432755567,348.790463062491
36,15.39,1,295053.125,6808799.875,20.2242647520365,166.548489695817
37,9.26,2,295061.625,6808799.875,13.5148628206047,45.3630556313633
38,8.04,2,295065.125,6808799.875,11.5615131515025,29.9478926145854
39,10.3,2,295085.875,6808799.875,15.337376279192,63.4406984305722
40,18.64,2,295093.375,6808799.875,41.8771531514388,685.34996902
41,18.51,2,295111.375,6808799.875,41.1452721535872,661.856879634722
42,3.04,2,295132.625,6808799.875,4.57253728153914,3.09205140152472
43,9.64,2,295199.125,6808799.875,14.1620884889723,51.3663399780942
44,4.39,2,294023.625,6808799.625,6.4395071077902,6.69285047905074
45,18.27,2,294604.625,6808799.625,39.8411867049202,620.52261599763
46,16.3,2,294715.875,6808799.625,31.0056443412603,363.465055071708
47,21.9,2,294732.625,6808799.625,69.2459026605317,1629.92266122092
48,19.13,2,294763.125,6808799.625,44.8114474564771,781.415011392661
49,17.64,2,294776.625,6808799.625,36.6820502642039,523.563672007777
50,12.41,2,294921.875,6808799.625,19.6338092744749,120.656489586763
51,9.67,2,294927.125,6808799.625,14.2140633305483,51.8682018376011
52,20.25,3,294963.375,6808799.625,790.70215544289,4386.17717035703
53,9.05,3,294972.875,6808799.625,12.4622553698307,38.8794406936634
54,18.8,2,295096.125,6808799.625,42.8038581678896,715.379233935129
55,9.83,2,295164.125,6808799.625,14.4935176687244,54.6172829685082
56,2.89,2,293679.625,6808799.375,4.35162206261186,2.79153670691236
57,4.08,2,294221.625,6808799.375,6.0215231134537,5.70629646723276
58,18.36,2,294611.625,6808799.375,40.3232568814456,635.720660599526
59,10.03,2,294932.125,6808799.375,14.8483183933988,58.2312356698772
60,15.07,2,295005.375,6808799.375,26.7472597539211,258.579252133771
61,18.07,2,295012.125,6808799.375,38.7985808624123,587.999432192459
62,18.97,2,295022.875,6808799.375,43.8213252302926,748.688005702799
63,2.3,2,293684.875,6808799.125,3.41888656090991,1.76496957587187
64,5.36,2,294224.875,6808799.125,7.74296915048373,10.5426917478992
65,3.62,2,294319.875,6808799.125,5.3931991996019,4.42730378071432
66,17.7,2,294623.375,6808799.125,36.9676670070601,532.126650008573
67,20.24,2,294660.875,6808799.125,52.6971512706786,1050.25717609104
68,7.08,2,294680.875,6808799.125,10.1345681619988,21.1348688813482
69,21.12,2,294723.375,6808799.125,60.5726564554365,1326.2162621828
70,16.14,2,294759.875,6808799.125,30.4064124945372,347.832505646705
71,12.57,2,294894.125,6808799.125,20.0000912134046,126.479473121227
72,16.9,2,294961.125,6808799.125,33.3925023175092,428.278797730164
73,16.78,1,295038.375,6808799.125,22.8992601042979,226.492724504423
74,11.23,1,295057.875,6808799.125,13.776167398448,63.3758398843553
75,15.63,2,295120.125,6808799.125,28.5907226062055,302.161889074111
76,7.38,2,294238.875,6808798.875,10.5716485709156,23.62435389344
77,15.6,2,295017.125,6808798.875,28.4881471906971,299.660965660515
78,22.12,2,295028.125,6808798.875,72.0624221082238,1727.40400869383
79,2.62,2,294315.875,6808798.625,3.94008939746962,2.29245098029616
80,10.91,2,294906.875,6808798.625,16.488066575961,76.7470690876147
81,10.78,2,294916.875,6808798.625,16.2372503167148,73.7207808042999
82,20.05,1,294982.125,6808798.625,30.8169342637423,459.467526423726
83,16.08,1,295157.625,6808798.625,21.511033273478,194.136636296894
84,5.65,1,295174.375,6808798.625,7.18561156832792,13.3362880882531
85,8.3,2,294901.375,6808798.375,11.963366266854,32.7948183000509
86,7.47,3,293638.875,6808798.125,9.57497387521982,19.2355978630673
87,2.03,3,293697.125,6808798.125,2.23561839049063,0.739771230688139
88,5.1,3,293880.375,6808798.125,6.15702738894887,6.05913171051934
89,19.85,2,294629.625,6808798.125,49.7037023880242,946.818347433682
90,16.66,2,294710.875,6808798.125,32.4101196725494,401.126864438942
91,16.87,1,295036.125,6808798.125,23.0842797058663,231.006068990832
92,18.73,2,295106.875,6808798.125,42.3948259532115,702.087177348906
93,15.3,2,294749.875,6808797.875,27.4865865723928,275.706458605969
94,7.04,2,294853.625,6808797.875,10.0768405914144,20.8195552312477
95,10.42,2,294937.125,6808797.875,15.5585987963684,65.8843261844252
96,18.7,2,295103.625,6808797.875,42.2212504971908,696.464417552604
97,3.9,2,293783.125,6808797.625,5.77716304640057,5.18070256062609
98,9.29,2,294688.375,6808797.625,13.5652292105504,45.813941255325
